2021/05/02;12:09:17;30;2
2021/05/02;12:09:22;30;1
2021/05/02;12:09:26;30;1
2021/05/02;12:09:33;30;1
2021/05/02;12:11:12;30;1
2021/05/02;12:11:24;30;0
2021/05/02;12:11:32;30%;0
2021/05/02;12:27:35;30%;0
2021/05/02;12:45:07;30%;02021/05/17;10:41:28;1;0
2021/05/17;10:41:30;1;0
2021/05/17;10:41:31;1;0
2021/05/17;10:42:20;1;0
2021/05/17;10:42:33;1;0
2021/05/17;10:42:33;1;0
2021/05/17;10:42:33;1;0
2021/05/17;10:42:33;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
2021/05/17;10:42:34;1;0
